"year","rank","rider_name","rider_country"
2011,"112","Roman Kreuziger","Czech Republic"
2011,"113","Sebastian Lang","Germany"
2011,"114","Brent Bookwalter","United States"
2011,"115","Manuel Quinziato","Italy"
2011,"116","Benjamín Noval","Spain"
2011,"117","Blel Kadri","France"
2011,"118","Tristan Valentin","France"
2011,"119","Fabian Cancellara","Switzerland"
2011,"120","Sébastien Turgot","France"
2011,"121","Leonardo Duque","Colombia"
2011,"122","Laurent Mangel","France"
2011,"123","Matteo Tosatto","Italy"
2011,"124","Fabrice Jeandesboz","France"
2011,"125","Brian Vandborg","Denmark"
2011,"126","Paolo Longo Borghini","Italy"
2011,"127","Grega Bole","Slovenia"
2011,"128","Lieuwe Westra","Netherlands"
2011,"129","Dimitry Muravyev","Kazakhstan"
2011,"130","Mark Cavendish","United Kingdom"
2011,"131","Mickaël Buffaz","France"
2011,"132","Mickaël Delage","France"
2011,"133","Alessandro Vanotti","Italy"
2011,"134","Niki Terpstra","Netherlands"
2011,"135","Anthony Delaplace","France"
2011,"136","Borut Božič","Slovenia"
2011,"137","Ben Swift","United Kingdom"
2011,"138","Jérémie Galland","France"
2011,"139","Francisco Ventoso","Spain"
2011,"140","Tomas Vaitkus","Lithuania"
2011,"141","Marcel Sieberg","Germany"
2011,"142","Matthew Goss","Australia"
2011,"143","Maciej Bodnar","Poland"
2011,"144","Andriy Hrivko","Ukraine"
2011,"145","Julian Dean","New Zealand"
2011,"146","Addy Engels","Netherlands"
2011,"147","Mikhail Ignatiev","Russian Federation"
2011,"148","Arnaud Coyot","France"
2011,"149","Pablo Urtasun","Spain"
2011,"150","Gerald Ciolek","Germany"
2011,"151","Perrig Quéméneur","France"
2011,"152","Romain Zingle","Belgium"
2011,"153","Denys Kostyuk","Ukraine"
2011,"154","Lars Bak","Denmark"
2011,"155","Vincent Jérôme","France"
2011,"156","André Greipel","Germany"
2011,"157","Ramūnas Navardauskas","Lithuania"
2011,"158","Yohann Gène","France"
2011,"159","Tyler Farrar","United States"
2011,"160","Jimmy Engoulvent","France"
2011,"161","Bernhard Eisel","Austria"
2011,"162","Samuel Dumoulin","France"
2011,"163","Mark Renshaw","Australia"
2011,"164","Marcus Burghardt","Germany"
2011,"165","Danny Pate","United States"
2011,"166","Andrey Amador","Costa Rica"
2011,"167","Fabio Sabatini","Italy"
2012,"1","Bradley Wiggins","United Kingdom"
2012,"2","Chris Froome","United Kingdom"
2012,"3","Vincenzo Nibali","Italy"
2012,"4","Jurgen Van den Broeck","Belgium"
2012,"5","Tejay van Garderen","United States"
2012,"6","Haimar Zubeldia","Spain"
2012,"7","Cadel Evans","Australia"
2012,"8","Pierre Rolland","France"
2012,"9","Janez Brajkovič","Slovenia"
2012,"10","Thibaut Pinot","France"
2012,"11","Andreas Klöden","Germany"
2012,"12","Nicolas Roche","Ireland"
2012,"13","Chris Horner","United States"
2012,"14","Chris Anker Sørensen","Denmark"
2012,"DSQ","Denis Menchov","Russian Federation"
2012,"16","Maxime Monfort","Belgium"
2012,"17","Egoi Martínez","Spain"
2012,"18","Rui Costa","Portugal"
2012,"19","Eduard Vorganov","Russian Federation"
2012,"20","Alejandro Valverde","Spain"
2012,"21","Jérôme Coppel","France"
2012,"22","Sandy Casar","France"
2012,"23","Michael Rogers","Australia"
2012,"24","Michele Scarponi","Italy"
2012,"25","Ivan Basso","Italy"
2012,"26","Thomas Voeckler","France"
2012,"27","Peter Velits","Slovakia"
2012,"28","Laurens ten Dam","Netherlands"
2012,"29","Jelle Vanendert","Belgium"
2012,"30","Juan José Cobo","Spain"
2012,"31","Alexander Vinokourov","Kazakhstan"
2012,"32","Levi Leipheimer","United States"
2012,"33","Steven Kruijswijk","Netherlands"
2012,"34","Richie Porte","Australia"
2012,"35","Dan Martin","Ireland"
2012,"36","Rein Taaramäe","Estonia"
2012,"37","Giampaolo Caruso","Italy"
2012,"38","George Hincapie","United States"
2012,"39","Gorka Izagirre","Spain"
2012,"40","Fredrik Kessiakoff","Sweden"
2012,"41","Rafael Valls","Spain"
2012,"42","Peter Sagan","Slovakia"
2012,"43","Andriy Hrivko","Ukraine"
2012,"44","Jean-Christophe Péraud","France"
2012,"45","Amaël Moinard","France"
2012,"46","Philippe Gilbert","Belgium"
2012,"47","Dominik Nerz","Germany"
2012,"48","Pierrick Fédrigo","France"
2012,"49","Michael Schär","Switzerland"
2012,"50","Sérgio Paulinho","Portugal"
2012,"51","Yuri Trofimov","Russian Federation"
2012,"52","Jens Voigt","Germany"
2012,"53","Vladimir Karpets","Russian Federation"
2012,"54","Fabrice Jeandesboz","France"
2012,"55","Maxime Bouet","France"
2012,"56","Edvald Boasson Hagen","Norway"
2012,"57","Johnny Hoogerland","Netherlands"
2012,"58","Marcus Burghardt","Germany"
2012,"59","Davide Malacarne","Italy"
2012,"60","Christian Vande Velde","United States"
2012,"61","Cyril Gautier","France"
2012,"62","Mikaël Cherel","France"
2012,"63","Dmitry Fofonov","Kazakhstan"
2012,"64","Luis León Sánchez","Spain"
2012,"65","Sébastien Minard","France"
2012,"66","Jérémy Roy","France"
2012,"67","Marco Marcato","Italy"
2012,"68","Dries Devenyns","Belgium"
2012,"69","Simone Stortoni","Italy"
2012,"70","Kevin De Weert","Belgium"
2012,"71","Sylwester Szmyd","Poland"
2012,"72","Pieter Weening","Netherlands"
2012,"73","Christophe Riblon","France"
2012,"74","Jorge Azanza","Spain"
2012,"75","Guillaume Levarlet","France"
2012,"76","Yaroslav Popovych","Ukraine"
2012,"77","Vasil Kiryienka","Belarus"
2012,"78","Andrey Kashechkin","Kazakhstan"
2012,"79","Simon Gerrans","Australia"
2012,"80","Marco Marzano","Italy"
2012,"81","Adam Hansen","Australia"
2012,"82","Christian Knees","Germany"
2012,"83","Christophe Kern","France"
2012,"84","Yukiya Arashiro","Japan"
2012,"85","Mathieu Ladagnous","France"
2012,"86","Danilo Hondo","Germany"
2012,"87","Rubén Pérez","Spain"
2012,"88","Martin Velits","Slovakia"
2012,"89","Blel Kadri","France"
2012,"90","Romain Zingle","Belgium"
2012,"91","Brice Feillu","France"
2012,"92","Julien Simon","France"
2012,"93","Michael Mørkøv","Denmark"
2012,"94","Arthur Vichot","France"
2012,"95","Steve Cummings","United Kingdom"
2012,"96","Lars Bak","Denmark"
2012,"97","Stuart O'Grady","Australia"
2012,"98","Kristijan Koren","Slovenia"
2012,"99","Nicki Sørensen","Denmark"
2012,"100","David Zabriskie","United States"
2012,"101","Rubén Plaza","Spain"
2012,"102","Francis De Greef","Belgium"
2012,"103","Koen de Kort","Netherlands"
2012,"104","Jürgen Roelandts","Belgium"
2012,"105","Daniel Oss","Italy"
2012,"106","David Millar","United Kingdom"
2012,"107","Samuel Dumoulin","France"
2012,"108","Luca Paolini","Italy"
2012,"109","Manuel Quinziato","Italy"
2012,"110","Michael Albasini","Switzerland"
2012,"111","Daryl Impey","South Africa"
2012,"112","Jérôme Pineau","France"
2012,"113","Matthieu Sprick","France"
2012,"114","Federico Canuti","Italy"
2012,"115","Kris Boeckmans","Belgium"
2012,"116","Maxim Iglinsky","Kazakhstan"
2012,"117","Baden Cooke","Australia"
2012,"118","Alessandro Vanotti","Italy"
2012,"119","Joan Horrach","Spain"
2012,"120","Matthew Goss","Australia"
2012,"121","Nick Nuyens","Belgium"
2012,"122","Sébastien Hinault","France"
2012,"123","André Greipel","Germany"
2012,"124","Greg Henderson","New Zealand"
2012,"125","Bert Grabsch","Germany"
2012,"126","Anthony Roux","France"
2012,"127","Anders Lund","Denmark"
2012,"128","Nicolas Edet","France"
2012,"129","Borut Božič","Slovenia"
2012,"130","Luis Ángel Maté","Spain"
2012,"131","Jean-Marc Marino","France"
2012,"132","Marcel Sieberg","Germany"
2012,"133","Cédric Pineau","France"
2012,"134","Pablo Urtasun","Spain"
2012,"135","Roy Curvers","Netherlands"
2012,"136","Cyril Lemoine","France"
2012,"137","Jonathan Cantwell","Australia"
2012,"138","Yann Huguet","France"
2012,"139","Yohann Gène","France"
2012,"140","Juan José Haedo","Argentina"
2012,"141","Patrick Gretsch","Germany"
2012,"142","Mark Cavendish","United Kingdom"
2012,"143","Karsten Kroon","Netherlands"
2012,"144","Bram Tankink","Netherlands"
2012,"145","Aleksandr Kuschynski","Belarus"
2012,"146","Bernhard Eisel","Austria"
2012,"147","Johan Vansummeren","Belgium"
2012,"148","Albert Timmer","Netherlands"
2012,"149","Julien Fouchard","France"
2012,"150","Sebastian Langeveld","Netherlands"
2012,"151","Tyler Farrar","United States"
2012,"152","Jan Ghyselinck","Belgium"
2012,"153","Jimmy Engoulvent","France"
2013,"1","Chris Froome","United Kingdom"
2013,"2","Nairo Quintana","Colombia"
2013,"3","Joaquim Rodríguez","Spain"
2013,"4","Alberto Contador","Spain"
2013,"5","Roman Kreuziger","Czech Republic"
2013,"6","Bauke Mollema","Netherlands"
2013,"7","Jakob Fuglsang","Denmark"
2013,"8","Alejandro Valverde","Spain"
2013,"9","Daniel Navarro","Spain"
2013,"10","Andrew Talansky","United States"
2013,"11","Michał Kwiatkowski","Poland"
2013,"12","Mikel Nieve","Spain"
2013,"13","Laurens ten Dam","Netherlands"
2013,"14","Maxime Monfort","Belgium"
2013,"15","Romain Bardet","France"
2013,"16","Michael Rogers","Australia"
2013,"17","Daniel Moreno","Spain"
2013,"18","Jan Bakelants","Belgium"
2013,"19","Richie Porte","Australia"
2013,"20","Andy Schleck","Luxembourg"
2013,"21","José Serpa","Colombia"
2013,"22","John Gadret","France"
2013,"23","Igor Antón","Spain"
2013,"24","Pierre Rolland","France"
2013,"25","Peter Velits","Slovakia"
2013,"26","Robert Gesink","Netherlands"
2013,"27","Rui Costa","Portugal"
2013,"28","Wout Poels","Netherlands"
2013,"29","Arnold Jeannesson","France"
2013,"30","Andreas Klöden","Germany"
2013,"31","Sylvain Chavanel","France"
2013,"32","Cyril Gautier","France"
2013,"33","Dan Martin","Ireland"
2013,"34","Hubert Dupont","France"
2013,"35","Steve Morabito","Switzerland"
2013,"36","Haimar Zubeldia","Spain"
2013,"37","Christophe Riblon","France"
2013,"38","Bart De Clercq","Belgium"
2013,"39","Cadel Evans","Australia"
2013,"40","Nicolas Roche","Ireland"
2013,"41","Tom Dumoulin","Netherlands"
2013,"42","Mikel Astarloza","Spain"
2013,"43","Jesús Hernández","Spain"
2013,"44","Alexandre Geniez","France"
2013,"45","Tejay van Garderen","United States"
2013,"46","Alexis Vuillermoz","France"
2013,"47","Rubén Plaza","Spain"
2013,"48","Eduard Vorganov","Russian Federation"
2013,"49","Davide Malacarne","Italy"
2013,"50","Lars Petter Nordhaug","Norway"
2013,"51","Yuri Trofimov","Russian Federation"
2013,"52","Maxime Méderel","France"
2013,"53","Laurent Didier","Luxembourg"
2013,"54","Andrey Amador","Costa Rica"
2013,"55","Damiano Cunego","Italy"
2013,"56","Amaël Moinard","France"
2013,"57","Przemysław Niemiec","Poland"
2013,"58","Tony Gallopin","France"
2013,"59","Pierrick Fédrigo","France"
2013,"60","Tom Danielson","United States"
2013,"61","Guillaume Levarlet","France"
2013,"62","Philippe Gilbert","Belgium"
2013,"63","Jérôme Coppel","France"
2013,"64","Bram Tankink","Netherlands"
2013,"65","Thomas Voeckler","France"
2013,"66","Arthur Vichot","France"
2013,"67","Jens Voigt","Germany"
2013,"68","Simon Clarke","Australia"
2013,"69","Ion Izagirre","Spain"
2013,"70","Ryder Hesjedal","Canada"
2013,"71","Alessandro De Marchi","Italy"
2013,"72","Adam Hansen","Australia"
2013,"73","Rudy Molard","France"
2013,"74","Daryl Impey","South Africa"
2013,"75","Simon Geschke","Germany"
2013,"76","Manuele Mori","Italy"
2013,"77","Peter Kennaugh","United Kingdom"
2013,"78","Juan José Oroz","Spain"
2013,"79","José Joaquín Rojas","Spain"
2013,"80","Simon Gerrans","Australia"
2013,"81","Julien El Fares","France"
2013,"82","Peter Sagan","Slovakia"
2013,"83","Sergey Lagutin","Uzbekistan"
2013,"84","Francesco Gavazzi","Italy"
2013,"85","Manuel Quinziato","Italy"
2013,"86","Michael Albasini","Switzerland"
2013,"87","Julien Simon","France"
2013,"88","Luis Ángel Maté","Spain"
2013,"89","Anthony Delaplace","France"
2013,"90","Kanstantsin Sivtsov","Belarus"
2013,"91","Brent Bookwalter","United States"
2013,"92","Matteo Tosatto","Italy"
2013,"93","Juan Antonio Flecha","Spain"
2013,"94","Moreno Moser","Italy"
2013,"95","Enrico Gasparotto","Italy"
2013,"96","Thomas De Gendt","Belgium"
2013,"97","Jonathan Castroviejo","Spain"
2013,"98","Marcus Burghardt","Germany"
2013,"99","Yukiya Arashiro","Japan"
2013,"100","Kristijan Koren","Slovenia"
2013,"101","Johnny Hoogerland","Netherlands"
2013,"102","Rein Taaramäe","Estonia"
2013,"103","Markel Irizar","Spain"
2013,"104","Brice Feillu","France"
2013,"105","Lars Boom","Netherlands"
2013,"106","Tony Martin","Germany"
2013,"107","Daniele Bennati","Italy"
2013,"108","Lars Bak","Denmark"
2013,"109","Alberto Losada","Spain"
2013,"110","Pavel Brutt","Russian Federation"
2013,"111","Alan Marangoni","Italy"
2013,"112","Cyril Lemoine","France"
2013,"113","David Millar","United Kingdom"
2013,"114","Maciej Bodnar","Poland"
2013,"115","Egoitz García","Spain"
2013,"116","Jean-Marc Marino","France"
2013,"117","Fabio Sabatini","Italy"
2013,"118","Imanol Erviti","Spain"
2013,"119","Gatis Smukulis","Latvia"
2013,"120","Ramūnas Navardauskas","Lithuania"
2013,"121","John Degenkolb","Germany"
2013,"122","Romain Sicard","France"
2013,"123","David Veilleux","Canada"
2013,"124","Sébastien Minard","France"
2013,"125","Blel Kadri","France"
2013,"126","Jérémy Roy","France"
2013,"127","David López","Spain"
2013,"128","Elia Favilli","Italy"
2013,"129","André Greipel","Germany"
2013,"130","Cameron Meyer","Australia"
2013,"131","Sep Vanmarcke","Belgium"
2013,"132","Maarten Wynants","Belgium"
2013,"133","Murilo Fischer","Brazil"
2013,"134","Kévin Reza","France"
2013,"135","Ian Stannard","United Kingdom"
2013,"136","Sérgio Paulinho","Portugal"
2013,"137","Davide Cimolai","Italy"
2013,"138","Koen de Kort","Netherlands"
2013,"139","Rubén Pérez","Spain"
2013,"140","Geraint Thomas","United Kingdom"
2013,"141","Aleksandr Kuschynski","Belarus"
2013,"142","Matteo Trentin","Italy"
2013,"143","Samuel Dumoulin","France"
2013,"144","Boy van Poppel","Netherlands"
2013,"145","Roy Curvers","Netherlands"
2013,"146","Johannes Fröhlinger","Germany"
2013,"147","Alexander Kristoff","Norway"
2013,"148","Mark Cavendish","United Kingdom"
2013,"149","Niki Terpstra","Netherlands"
2013,"150","Tom Leezer","Netherlands"
2013,"151","Jonathan Hivert","France"
2013,"152","Matthew Goss","Australia"
2013,"153","Gert Steegmans","Belgium"
2013,"154","Brett Lancaster","Australia"
2013,"155","Brian Vandborg","Denmark"
2013,"156","Jérôme Cousin","France"
2013,"157","Roberto Ferrari","Italy"
2013,"158","Yohann Gène","France"
2013,"159","Jérôme Pineau","France"
2013,"160","Jürgen Roelandts","Belgium"
2013,"161","Stuart O'Grady","Australia"
2013,"162","Greg Henderson","New Zealand"
2013,"163","Frederik Willems","Belgium"
2013,"164","Albert Timmer","Netherlands"
2013,"165","Juan José Lobato","Spain"
2013,"166","Marcel Kittel","Germany"
2013,"167","Dimitry Muravyev","Kazakhstan"
2013,"168","Assan Bazayev","Kazakhstan"
2013,"169","Svein Tuft","Canada"
2014,"1","Vincenzo Nibali","Italy"
2014,"2","Jean-Christophe Péraud","France"
2014,"3","Thibaut Pinot","France"
2014,"4","Alejandro Valverde","Spain"
2014,"5","Tejay van Garderen","United States"
2014,"6","Romain Bardet","France"
2014,"7","Leopold König","Czech Republic"
2014,"8","Haimar Zubeldia","Spain"
2014,"9","Laurens ten Dam","Netherlands"
2014,"10","Bauke Mollema","Netherlands"
2014,"11","Pierre Rolland","France"
2014,"12","Fränk Schleck","Luxembourg"
2014,"13","Jurgen Van den Broeck","Belgium"
2014,"14","Yuri Trofimov","Russian Federation"
2014,"15","Steven Kruijswijk","Netherlands"
2014,"16","Brice Feillu","France"
2014,"17","Chris Horner","United States"
2014,"18","Mikel Nieve","Spain"
2014,"19","John Gadret","France"
2014,"20","Tanel Kangert","Estonia"
2014,"21","Ben Gastauer","Luxembourg"
2014,"22","Geraint Thomas","United Kingdom"
2014,"23","Richie Porte","Australia"
2014,"24","Jan Bakelants","Belgium"
2014,"25","Cyril Gautier","France"
2014,"26","Michael Rogers","Australia"
2014,"27","Peter Velits","Slovakia"
2014,"28","Michał Kwiatkowski","Poland"
2014,"29","Tony Gallopin","France"
2014,"30","Arnold Jeannesson","France"
2014,"31","Luis Ángel Maté","Spain"
2014,"32","Marcel Wyss","Switzerland"
2014,"33","Tom Dumoulin","Netherlands"
2014,"34","Sylvain Chavanel","France"
2014,"35","Peter Stetina","United States"
2014,"36","Jakob Fuglsang","Denmark"
2014,"37","Giovanni Visconti","Italy"
2014,"38","Greg Van Avermaet","Belgium"
2014,"39","Nicolas Roche","Ireland"
2014,"40","Bram Tankink","Netherlands"
2014,"41","Ion Izagirre","Spain"
2014,"42","Thomas Voeckler","France"
2014,"43","Michael Schär","Switzerland"
2014,"44","Rafał Majka","Poland"
2014,"45","Amaël Moinard","France"
2014,"46","Kristijan Đurasek","Croatia"
2014,"47","Tony Martin","Germany"
2014,"48","José Serpa","Colombia"
2014,"49","Michele Scarponi","Italy"
2014,"50","Paul Voss","Germany"
2014,"51","Rudy Molard","France"
2014,"52","Alessandro De Marchi","Italy"
2014,"53","Ben King","United States"
2014,"54","Joaquim Rodríguez","Spain"
2014,"55","Michał Gołaś","Poland"
2014,"56","Tom-Jelte Slagter","Netherlands"
2014,"57","Jérémy Roy","France"
2014,"58","Jérôme Pineau","France"
2014,"59","Mikaël Cherel","France"
2014,"60","Peter Sagan","Slovakia"
2014,"61","Jesús Herrada","Spain"
2014,"62","Florian Guillou","France"
2014,"63","Markel Irizar","Spain"
2014,"64","Adam Hansen","Australia"
2014,"65","Yukiya Arashiro","Japan"
2014,"66","Matteo Montaguti","Italy"
2014,"67","Jens Keukeleire","Belgium"
2014,"68","Bartosz Huzarski","Poland"
2014,"69","Daniel Oss","Italy"
2014,"70","Michael Albasini","Switzerland"
2014,"71","Jan Bárta","Czech Republic"
2014,"72","Tiago Machado","Portugal"
2014,"73","Kévin Reza","France"
2014,"74","Johan Vansummeren","Belgium"
2014,"75","Martin Elmiger","Switzerland"
2014,"76","Mathieu Ladagnous","France"
2014,"77","Nicolas Edet","France"
2014,"78","Anthony Delaplace","France"
2014,"79","Lieuwe Westra","Netherlands"
2014,"80","Marco Marcato","Italy"
2014,"81","Imanol Erviti","Spain"
2014,"82","Lars Bak","Denmark"
2014,"83","Perrig Quéméneur","France"
2014,"84","Blel Kadri","France"
2014,"85","Sébastien Reichenbach","Switzerland"
2014,"86","Vasil Kiryienka","Belarus"
2014,"87","Nelson Oliveira","Portugal"
2014,"88","Rein Taaramäe","Estonia"
